#{"t_start": 1761275657.5072408, "env_id": "None"}
r,l,t
78.29251,89,41.942417
126.079765,110,41.998131
69.18629,81,42.011207
111.59689,102,42.037103
82.47479,82,42.067001
116.49945,101,42.085157
104.52506,93,42.115345
71.68781,83,42.143589
131.01869,101,42.193843
78.831024,82,42.23683
112.86633,87,42.268239
113.061325,115,42.289646
93.54895,100,42.317579
110.162605,97,42.335215
113.00254,115,42.391862
116.77896,90,42.438021
76.97437,88,42.466574
78.58848,90,42.494678
178.76762,153,42.544578
303.65106,234,42.580165
109.26354,114,42.600157
135.17372,136,42.659308
80.39716,93,42.684598
109.37594,112,42.746572
107.403015,95,42.760758
78.07849,81,42.775064
102.72146,95,42.80426
106.74094,100,42.877389
268.6165,207,42.877389
222.59967,181,42.918093
97.45361,103,42.936867
70.68115,82,42.996511
99.60041,98,43.055182
94.60572,94,43.072804
135.01071,113,43.096448
93.81166,82,43.135507
71.79654,83,43.146439
88.633255,81,43.169822
75.44364,88,43.22793
73.473946,86,43.266531
91.18,86,43.288679
91.0138,98,43.330813
89.41021,90,43.357799
102.370346,98,43.396675
196.08192,179,43.41016
148.95859,115,43.429956
93.11125,82,43.447433
75.69756,86,43.495311
102.746,107,43.54542
105.24399,93,43.616472
136.21346,105,43.630142
148.8407,130,43.630142
93.02936,84,43.662823
142.50903,122,43.696321
119.39705,92,43.760534
194.67442,171,43.777502
155.25827,148,43.802161
96.33644,87,43.856609
98.22274,94,43.878211
98.93769,92,43.91914
124.49805,117,43.958655
164.39726,132,43.971896
126.92592,113,44.025167
115.34686,104,45.356642
179.05145,150,45.466629
110.971855,98,45.493854
157.9509,122,45.520545
107.755035,83,45.536645
112.600395,115,45.618815
255.35565,197,45.641361
120.36511,102,45.698349
82.716606,85,45.791194
75.78622,86,45.82683
90.665665,82,45.82683
93.84285,83,45.844831
152.3983,133,45.932511
91.527824,86,46.015283
138.85632,107,46.034991
136.05435,126,46.116611
115.207634,89,46.176908
105.479065,111,46.234263
112.586784,115,46.273077
144.64241,123,46.308415
117.296715,103,46.34515
68.953445,84,46.378813
109.59407,114,46.470381
98.689835,104,46.507372
91.36189,83,46.536519
73.10319,88,46.586766
156.07515,130,46.61175
121.917564,104,46.659487
121.247444,122,46.719325
84.21284,81,46.746463
103.29712,93,46.746463
200.84938,167,46.792819
82.01322,91,46.846845
113.68183,107,46.936678
108.800735,84,46.952576
90.9786,98,47.000504
207.85509,172,47.012644
131.08574,101,47.026826
93.05085,83,47.049149
